site,sensor,isodate,product,saa,sza,vza,vaa,ac_aot_550,ac_model,ac_band1,ac_band2,wind,rhot_443,rhot_492,rhot_560,rhot_665,rhot_704,rhot_740,rhot_783,rhot_833,rhot_865,rhot_945,rhot_1373,rhot_1614,rhot_2202,rhos_443,rhos_492,rhos_560,rhos_665,rhos_704,rhos_740,rhos_783,rhos_833,rhos_865,rhos_insitu_443,rhos_insitu_492,rhos_insitu_560,rhos_insitu_665,rhos_insitu_704,rhos_insitu_740,rhos_insitu_783,rhos_insitu_833,rhos_insitu_865
VEIT,S2A_MSI,2021-11-06T10:04:09,S2A_MSIL1C_20211106T100221_N0301_R122_T33TUL_20211110T145618,168.383358559266,62.4100555268821,6.98371877663204,105.76902626175753,0.11063156,ACOLITE-LUT-202110-MOD1,8A,8,5.29247509269271,0.167,0.13385555,0.09448889,0.045522228,0.035277776,0.027677776,0.025177779,0.02021111,0.019544445,0.0067,0.00090000004,0.004677778,0.0034,0.054986373,0.060791954,0.055899784,0.015884664,0.009866923,0.004682624,0.0048143473,0.003938627,0.003583377,0.04046034873982959,0.054921992550960315,0.0572339896678651,0.015502216060411375,0.009966932056823759,0.004045044941274026,0.0037477123386455632,0.003319158254582742,0.0027884543814982745
VEIT,S2B_MSI,2021-07-07T10:15:48,S2B_MSIL1C_20210707T100559_N0301_R022_T33TUL_20210707T140321,149.83532620387,25.5252696443407,7.963891421052361,285.2474261576144,0.35027257,ACOLITE-LUT-202110-MOD1,5,4,2.057207457430852,0.1365,0.1083,0.07948889,0.057155557,0.05101111,0.047488887,0.04861111,0.0444,0.044066668,0.0096,0.0008,0.03401111,0.02571111,0.028521815,0.029765686,0.025928384,0.0140680075,0.012089424,0.010615947,0.010870858,0.011853915,0.008163276,0.014030229464599423,0.015183230196214498,0.01304098732483793,0.0030845286837945397,0.00205377570144048,0.0011062235520878573,0.0010095149604307941,0.0008749090251679035,0.0007857678843223917
VEIT,S2A_MSI,2020-06-14T10:02:43,S2A_MSIL1C_20200614T100031_N0209_R122_T33TUL_20200614T121308,146.524285477867,25.3192462669455,6.977114037961532,105.77926541048429,0.27762425,ACOLITE-LUT-202110-MOD1,8A,8,2.727167403680712,0.1306,0.09476667,0.06356666,0.037444443,0.03143333,0.026811112,0.02478889,0.0204,0.019533332,0.0063,0.0007,0.0062666666,0.0037777775,0.023688555,0.020064715,0.018236626,0.0071246773,0.0057477714,0.0035106838,0.0034468914,0.0028580257,0.0017747631,0.009755400103939271,0.01197726339244216,0.014860787608144844,0.005819774055641707,0.004393528583563709,0.0027320176920474703,0.0026220151043921725,0.002433770066781164,0.002322088805452507
VEIT,S2B_MSI,2021-04-25T10:00:21,S2B_MSIL1C_20210425T100019_N0300_R122_T33TUL_20210425T110922,154.798568883533,34.423323846959,7.023099796533263,106.80748830378114,0.35936195,ACOLITE-LUT-202110-MOD1,8A,8,1.6721233959952106,0.1425,0.107877776,0.07695555,0.04167778,0.034555554,0.029766666,0.027566668,0.022766666,0.021444444,0.01,0.0007,0.006066667,0.003188889,0.030119607,0.029722674,0.030287964,0.0077679306,0.005004963,0.0033134432,0.0033852204,0.002860388,0.0018927705,0.016459939548234215,0.02232782040132855,0.026485599324658438,0.005872528186817691,0.003885766481777426,0.0017113094116636824,0.0015110910621351746,0.001302237926230154,0.0010813202835426995
VEIT,S2A_MSI,2021-03-01T10:04:06,S2A_MSIL1C_20210301T100031_N0209_R122_T33TUL_20210301T110944,158.268379151177,55.3406641236493,6.972843011900873,105.80967589838723,0.049483154,ACOLITE-LUT-202110-MOD1,8A,8,1.1098500310522146,0.1473,0.10875556,0.06173333,0.029733334,0.024255553,0.020366667,0.017477779,0.014033334,0.011922223,0.007,0.0007,0.0021555554,0.0006444445,0.04567519,0.041990146,0.023589961,0.006815533,0.005309685,0.0043405704,0.0041307868,0.0034900862,0.0023414893,0.03203031496211071,0.03602188135453995,0.02346479097940131,0.00550478171766297,0.003995987215092207,0.0026932697456968913,0.002465876389065394,0.002257479425860651,0.0020906221426661466
VEIT,S2A_MSI,2020-03-19T10:13:36,S2A_MSIL1C_20200319T101021_N0209_R022_T33TUL_20200319T121438,160.504999929944,47.5295150630385,7.930965078837896,286.132815252119,0.1769233,ACOLITE-LUT-202110-MOD1,8A,8,0.837991722509532,0.135,0.102633335,0.06458888,0.0328,0.027344445,0.022766668,0.02078889,0.016533334,0.015155556,0.0066,0.0006,0.0030333332,0.0014444445,0.038706508,0.03844081,0.027187502,0.007302664,0.0058182213,0.0037342007,0.004199286,0.003163561,0.0022902985,0.02511454614716525,0.030093703192688497,0.024622076123561907,0.006073273554440742,0.003991607367051456,0.001965453949602301,0.0017849017425969303,0.0015776988322082706,0.0013726097837445128
VEIT,S2A_MSI,2022-03-09T10:17:22,S2A_MSIL1C_20220309T100841_N0400_R022_T33TUL_20220309T122754,160.885739748858,51.7108700716337,7.974778424509929,286.12194230835735,0.20258467,ACOLITE-LUT-202110-MOD1,8A,8,1.7604483507840394,0.1516,0.12172222,0.0818,0.040344443,0.03305556,0.027100002,0.024277778,0.019766666,0.018500002,0.008,0.0007,0.0036222222,0.0017333333,0.055307098,0.058671772,0.046075717,0.012442135,0.008501425,0.0050841756,0.005106945,0.0038791215,0.0035654556,0.04187829420150852,0.05110225821473616,0.04550127869361382,0.011568462868033902,0.007519553841357952,0.003562569927641184,0.0032239811647566024,0.0028789104389731228,0.002485437541456736
VEIT,S2A_MSI,2020-03-16T10:00:23,S2A_MSIL1C_20200316T100021_N0209_R122_T33TUL_20200316T134242,157.400985763511,49.3619618413631,7.021351360319594,105.72803200940893,0.088654496,ACOLITE-LUT-202110-MOD1,8A,8,1.3095722302351847,0.1388,0.1008,0.06098889,0.029766666,0.024433333,0.020522224,0.017911114,0.0143111115,0.012511111,0.0069,0.0007,0.0023333333,0.0013666668,0.0373675,0.033422843,0.022848643,0.006123661,0.0048022997,0.0036554104,0.00354757,0.0028741565,0.0018229025,0.02397747709546476,0.027042522057342252,0.019536759463592065,0.0038309328507251227,0.0025867888870621854,0.0014716455957306516,0.0013161074294591158,0.0011602277428626336,0.0010338691329762702
O1BE,S2B_MSI,2022-07-24T10:46:25,S2B_MSIL1C_20220724T104629_N0400_R051_T31UDS_20220724T113446,153.665270834839,33.316155505479,8.06420957752652,105.84688542936208,0.28082088,ACOLITE-LUT-202110-MOD1,8A,1,6.799997472143864,0.1291,0.10461111,0.09867778,0.06402221,0.060122225,0.0342,0.03408889,0.027477778,0.02447778,0.0053666667,0.0005,0.009111112,0.0059666666,0.015043166,0.029073043,0.062080815,0.037276004,0.03970701,0.010972809,0.011416923,0.009502422,0.004901825,0.028353836919244133,0.04132956745004292,0.07421068879932227,0.046424083917319024,0.04730609478418487,0.017410580321313585,0.01560550807103839,0.012975886875892316,0.009492001407437447
VEIT,S2A_MSI,2020-09-05T10:16:37,S2A_MSIL1C_20200905T101031_N0209_R022_T33TUL_20200905T122334,161.484591694336,40.340636802849,7.976092621079527,286.1125983659651,0.29635227,ACOLITE-LUT-202110-MOD1,8A,8,1.3031694415635309,0.1342,0.10244445,0.067377776,0.03666667,0.02952222,0.025766665,0.024055555,0.019588891,0.01877778,0.0061,0.0005,0.004822222,0.0017666668,0.03258505,0.032555,0.024227878,0.0069362563,0.004348806,0.0034021814,0.0040220404,0.0035930462,0.002769829,0.01938783840190038,0.024294722122061355,0.023111669975142683,0.005811438118950807,0.003794245708671898,0.0019029687229902427,0.0017669055841291503,0.0015582034847759706,0.0013777280380283933
VEIT,S2B_MSI,2019-10-16T10:10:25,S2B_MSIL1C_20191016T101029_N0208_R022_T33TUL_20191016T135120,169.457563387,54.9593738376,7.9373410127653825,285.23638388246155,0.12740187,ACOLITE-LUT-202110-MOD1,8A,7,2.6090114460871887,0.1356,0.100988895,0.065566674,0.032588888,0.027155556,0.023122223,0.020322224,0.016566666,0.015044444,0.0062,0.001,0.0043888893,0.0024333333,0.033109482,0.031724487,0.02498773,0.0058608996,0.005072118,0.0038917065,0.002679842,0.0027677165,0.001405748,0.01992534176006423,0.024377759305322776,0.021613764709665733,0.004542952594727854,0.002949547591788781,0.0013793379546863359,0.0012409805485387923,0.0010792361768699728,0.0009359541932926659
VEIT,S2B_MSI,2022-03-14T10:10:22,S2B_MSIL1C_20220314T101019_N0400_R022_T33TUL_20220314T122840,160.683625429374,49.7273612468649,7.963849210561345,285.25209054033814,0.2379803,ACOLITE-LUT-202110-MOD1,8A,8,1.2617170881982211,0.1483,0.118322216,0.07891111,0.0399,0.033044446,0.028,0.025944445,0.021488888,0.019622222,0.0088,0.002,0.007,0.004877778,0.046784874,0.050706457,0.038534645,0.008281618,0.005209051,0.0028891736,0.0030188584,0.0025149994,0.000945042,0.033696718292793776,0.04241240087525503,0.03555437981989544,0.007325217649200534,0.004913414793211051,0.002660770839926714,0.0024122501076792283,0.0021727197319500154,0.001956843849578411
O1BE,S2B_MSI,2022-04-25T10:46:14,S2B_MSIL1C_20220425T104619_N0400_R051_T31UDS_20220425T121251,159.834132377373,39.1232698129781,8.112089150387595,105.7995516926397,0.72909725,ACOLITE-LUT-202110-MOD1,8A,8,6.9800956066617434,0.18083332,0.14682223,0.123788886,0.08557778,0.08192222,0.0562,0.055,0.045144442,0.042222217,0.015433333,0.0013333333,0.014544444,0.009011111,0.05859818,0.05952337,0.08181663,0.044424176,0.04616506,0.013616819,0.015355663,0.01056804,0.006646037,0.0456256367241329,0.06427584867544119,0.09960761445209816,0.06530908757590578,0.065872196697037,0.029099965324260384,0.026236198839749293,0.022787997651618843,0.018086918560048397
VEIT,S2B_MSI,2020-07-29T10:01:52,S2B_MSIL1C_20200729T100029_N0209_R122_T33TUL_20200729T125328,147.813357014728,30.2075474304118,7.043582686785229,106.78830252013361,0.4580025,ACOLITE-LUT-202110-MOD1,8A,8,1.6474151736856621,0.1454,0.10742222,0.07231111,0.043477777,0.036244445,0.032044444,0.031444445,0.024833333,0.025144445,0.0082,0.0005,0.007777777,0.004111111,0.026946753,0.02146324,0.01672072,0.004436919,0.0030485499,0.0023399992,0.003053886,0.0016810928,0.0014567513,0.014085885400531836,0.01620948970297772,0.013152418400925847,0.0032975913929677056,0.002350540848782229,0.00134403347488494,0.0012317663151934209,0.0010743153339949146,0.0009594825933947408
O1BE,S2B_MSI,2022-02-27T11:00:43,S2B_MSIL1C_20220227T105859_N0400_R094_T31UDS_20220227T115358,163.92588761908,60.4578926385762,5.332536265520147,278.09537729692426,0.113810435,ACOLITE-LUT-202110-MOD1,8A,1,8.475514612812107,0.15663333,0.14445555,0.13803333,0.09272222,0.07738889,0.0367,0.03413333,0.026833333,0.020744445,0.0084999995,0.0008333333,0.0025,0.0020666667,0.053504005,0.08577629,0.12300597,0.077598035,0.062328696,0.017954182,0.017736383,0.013690387,0.007757289,0.06635091862485475,0.1004414837705167,0.13897396862342024,0.09027605898270842,0.07262093156639578,0.02557758133508719,0.021581915591456155,0.01781890858259103,0.012121778799474507
VEIT,S2B_MSI,2021-06-04T10:00:27,S2B_MSIL1C_20210604T100029_N0300_R122_T33TUL_20210604T120908,148.232471649747,25.8770474509883,6.970290173037124,106.81599621526263,0.29430473,ACOLITE-LUT-202110-MOD1,8A,8,1.4693749039332566,0.1336,0.09646666,0.06782222,0.0384,0.031499997,0.027111111,0.025044445,0.019866668,0.019422224,0.007,0.0005,0.0052000005,0.0028333333,0.024987172,0.020548094,0.02290804,0.008158971,0.005894324,0.0043886504,0.003701475,0.002630383,0.0021414352,0.012211536064063423,0.01448648251316789,0.018619306650528425,0.007334685516478903,0.005856215364018889,0.003154543277220495,0.002907643194144816,0.0025637251160371094,0.002310109495121489
O1BE,S2B_MSI,2022-11-01T10:51:09,S2B_MSIL1C_20221101T105109_N0400_R051_T31UDS_20221101T113502,170.138838875736,65.9587741643653,8.109904027283848,105.82138222765482,0.16205084,ACOLITE-LUT-202110-MOD1,8A,2,13.686044012941817,0.17043334,0.14172223,0.12223334,0.072611116,0.06181111,0.036,0.03474444,0.027433332,0.025644444,0.008633334,0.0012333333,0.005677778,0.0044888887,0.041845348,0.059369758,0.08829175,0.04356323,0.038460214,0.009678147,0.009708997,0.008278443,0.005526061,0.054584414521187244,0.07518032296378488,0.10327395372741861,0.05669935518598734,0.0472669101795856,0.018289646245633787,0.01629844018573647,0.013793292605591182,0.010595974314636417
VEIT,S2B_MSI,2022-03-01T10:02:33,S2B_MSIL1C_20220301T100029_N0400_R122_T33TUL_20220301T121139,158.273563952185,55.4370301664062,7.014797495144723,106.783308454973,0.1560835,ACOLITE-LUT-202110-MOD1,8A,8,0.1,0.1644,0.12933332,0.089188896,0.041944444,0.03331111,0.027111111,0.024644444,0.019344443,0.016766667,0.0091,0.00090000004,0.0030444444,0.0014666667,0.05920003,0.06130384,0.054334316,0.014388083,0.008957951,0.005546669,0.005908403,0.004110711,0.0024277961,0.046642275711523164,0.059727486177619346,0.05771857899093096,0.013616245007031657,0.008410869703607018,0.003404022624948747,0.002964447370868475,0.002586856062210515,0.00214864380207616
VEIT,S2B_MSI,2021-04-28T10:16:57,S2B_MSIL1C_20210428T100549_N0300_R022_T33TUL_20210428T125113,158.700955929337,32.7827205051989,7.947615272192659,285.2383777373866,0.4604252,ACOLITE-LUT-202110-MOD1,1,4,0.8251214932684661,0.12439999,0.0945,0.06742222,0.041588888,0.03728889,0.033866666,0.032588888,0.02852222,0.029077778,0.014400001,0.0045,0.015755555,0.011899999,0.0022084734,0.0072657582,0.011630423,-0.00051562727,9.5986856e-05,-0.00023090327,9.423113e-05,0.0008038907,0.0010881275,0.014526266725345969,0.018409499048011493,0.02019794385270538,0.004647463900791456,0.0031037306690679047,0.0015713961298792496,0.0014082784415318079,0.0012330329295066843,0.0010953332579790203
VEIT,S2A_MSI,2022-09-12T09:56:38,S2A_MSIL1C_20220912T095611_N0400_R122_T33TUL_20220912T120512,159.578918414138,43.1735345701807,6.9398272563873284,105.73981521878362,0.038393617,ACOLITE-LUT-202110-MOD1,8A,7,1.3963164685591405,0.1275,0.09133334,0.05392222,0.024866667,0.020000001,0.016677776,0.0145000005,0.011311112,0.010022222,0.005,0.0006,0.0018777779,0.0009777779,0.03284841,0.029119773,0.018994818,0.0047539044,0.00406731,0.0031682744,0.0029267434,0.0025186774,0.0015766625,0.02064882262984955,0.022432752030965796,0.015429986215650638,0.003051045764148961,0.002033382404636635,0.0011328651168164721,0.0010584715073409948,0.0009578031564866789,0.000873358056498462
VEIT,S2A_MSI,2022-08-03T10:07:28,S2A_MSIL1C_20220803T100041_N0400_R122_T33TUL_20220803T134136,148.83820101638,31.2193754574161,6.991095753731257,105.78922595695298,0.08107077,ACOLITE-LUT-202110-MOD1,8A,8,2.6841888792302053,0.1249,0.08922222,0.054533333,0.026022222,0.020566668,0.017233334,0.015866667,0.012511111,0.0109,0.0044,0.0005,0.0021777777,0.0015888889,0.030038109,0.026311617,0.018865885,0.004947344,0.0037163857,0.00274802,0.003257192,0.0028524075,0.0013600497,0.017881469746689384,0.020381040824920156,0.01575140912741892,0.002883421499670398,0.00184411050651381,0.0008755167942822252,0.0008105798288390908,0.0007199132514481847,0.0006297504171795947
VEIT,S2B_MSI,2021-11-24T10:12:40,S2B_MSIL1C_20211124T101239_N0301_R022_T33TUL_20211124T110339,170.812133464244,66.6820693708958,7.95430425774445,285.23429685796543,0.069999285,ACOLITE-LUT-202110-MOD1,8A,8,2.313092315149232,0.1611,0.12573332,0.084744446,0.041833334,0.033366665,0.026533334,0.023966666,0.020088889,0.018166667,0.0068,0.0007,0.004244445,0.0027222224,0.047981292,0.051289,0.044942703,0.012998077,0.008953776,0.0049222815,0.004451156,0.0050030276,0.0032912793,0.03582631925648858,0.046078031868076505,0.04489891732534767,0.01216196936361451,0.00837006645604733,0.004487493857262738,0.004109469226407137,0.0037053535214208065,0.003348931853427037
VEIT,S2B_MSI,2020-06-29T10:05:03,S2B_MSIL1C_20200629T100029_N0209_R122_T33TUL_20200629T120854,145.051398166937,25.7360824463188,7.028738617742918,106.8296333943203,0.32571915,ACOLITE-LUT-202110-MOD1,8A,8,2.2046330566108296,0.1341,0.09803334,0.07098889,0.04078889,0.0337,0.027622223,0.026955554,0.022066666,0.02081111,0.0063,0.0005,0.0069555556,0.004166667,0.023624202,0.020064346,0.02418991,0.008453913,0.006436353,0.0028157393,0.00335905,0.0030873516,0.001151067,0.011719243584530052,0.015063542942734685,0.021277099388955396,0.008131676139834154,0.005933104302238025,0.003054526761401911,0.0028387882960440986,0.0025300473066562686,0.002264454814456166
VEIT,S2A_MSI,2023-07-09T10:00:31,S2A_MSIL1C_20230709T100031_N0509_R122_T33TUL_20230709T120305,145.118379788446,26.6401472506003,6.970115569402295,105.79181085151956,0.16524905,ACOLITE-LUT-202110-MOD1,8A,8,0.547072209983215,0.131,0.0934,0.054488886,0.028244445,0.023422223,0.020288888,0.019100001,0.014444445,0.014433335,0.0045,0.0004,0.0026333332,0.0016111112,0.032545116,0.026271436,0.013787597,0.0033773829,0.0032738969,0.00271755,0.0035175446,0.002090294,0.002228196,0.02105995381454747,0.020144861331301937,0.01101812321724068,0.0022887625426832813,0.001766783894880709,0.0013210235405612099,0.001245862945727013,0.0011666461645107986,0.0011086574718275446
VEIT,S2B_MSI,2022-09-10T10:11:08,S2B_MSIL1C_20220910T100559_N0400_R022_T33TUL_20220910T121748,162.597102212357,41.9179862753852,7.9587790038010695,285.24490760769515,0.07799985,ACOLITE-LUT-202110-MOD1,8A,7,0.7006941471711783,0.1175,0.08321112,0.048722222,0.023877777,0.019722221,0.016933333,0.015244446,0.011911112,0.010855556,0.0045,0.0006,0.002711111,0.0014777777,0.026957827,0.022981249,0.0137500875,0.003365159,0.0032896874,0.0029903385,0.0026799461,0.002355682,0.0014889892,0.015484453024024555,0.01591440387035001,0.009941438511055478,0.0015499050363009862,0.0010141961756432226,0.0005495533393631637,0.0004927136077027307,0.00043950033236144116,0.00039801357684068564
VEIT,S2A_MSI,2023-06-29T10:05:01,S2A_MSIL1C_20230629T100031_N0509_R122_T33TUL_20230629T151910,145.084979893797,25.6825929023774,6.980115129035012,105.77821220337592,0.14418969,ACOLITE-LUT-202110-MOD1,8A,8,1.8976518938776115,0.1333,0.0977,0.057688892,0.029455556,0.02418889,0.021655556,0.0196,0.016133334,0.015077778,0.0057,0.0006,0.004655556,0.0028666668,0.037012905,0.03253637,0.01819168,0.004346734,0.0034236303,0.0034193834,0.0031217837,0.002923202,0.0017867633,0.025752755035390106,0.026249469173598525,0.013643197808316831,0.0017450403961174602,0.0012524134869502563,0.0008555291361336205,0.000785116295440903,0.0007251282147792264,0.0006850422889569628
VEIT,S2A_MSI,2021-04-23T10:17:04,S2A_MSIL1C_20210423T101021_N0300_R022_T33TUL_20210423T121501,159.108151024211,34.3901279056615,7.907905774820429,286.1057275532643,0.2137614,ACOLITE-LUT-202110-MOD1,8A,8,2.3655391399200703,0.1265,0.09566667,0.06678888,0.0334,0.027477778,0.021833334,0.019966666,0.0165,0.014922221,0.0064,0.0007,0.0033222223,0.0020333333,0.031125704,0.032092113,0.031702936,0.008872296,0.0066719623,0.0031641172,0.0035930963,0.0033484753,0.0021211691,0.019870424905584435,0.026259622988594872,0.03001983891117718,0.007747991307033195,0.005066738983557128,0.0020454572158207563,0.0018268214928710222,0.0015760836371741982,0.0012830578153712343
VEIT,S2B_MSI,2019-10-26T10:15:54,S2B_MSIL1C_20191026T101029_N0208_R022_T33TUL_20191026T122625,170.460643555,58.4395746538,7.938641628283847,285.2211798884615,0.1625581,ACOLITE-LUT-202110-MOD1,8A,7,1.494319125475811,0.1402,0.10193333,0.0647,0.03611111,0.030544443,0.026744446,0.024777777,0.020133333,0.018722221,0.0076,0.0011,0.004466667,0.0020777779,0.027290307,0.023681967,0.017661447,0.0054595936,0.004836795,0.004345523,0.004501694,0.004157232,0.003004332,0.016267326146300106,0.018180062788062553,0.014922333414088997,0.003614339735438174,0.0025060714476210517,0.0014095167908272112,0.001286486274026862,0.0011328244927801907,0.0010294485457296907
VEIT,S2B_MSI,2023-05-15T09:57:46,S2B_MSIL1C_20230515T095559_N0509_R122_T33TUL_20230515T103739,152.12783457541,29.0633964722421,6.968696054667268,106.84071462866714,0.078772336,ACOLITE-LUT-202110-MOD1,8A,7,0.8777306576994635,0.1203,0.08473334,0.050722223,0.024522223,0.0201,0.017011113,0.014644444,0.0117999995,0.0101333335,0.0062,0.00090000004,0.0018777777,0.0006444444,0.025514144,0.022275127,0.015412509,0.0040728324,0.0035774638,0.0030257504,0.0023295807,0.002398377,0.0011462268,0.014613364654057211,0.016229825562163767,0.011883258680839792,0.001944865341618232,0.0012463201279270582,0.0006332803139274329,0.000555846585781559,0.0004936841460630191,0.0004359211319678037
VEIT,S2B_MSI,2023-05-05T10:06:12,S2B_MSIL1C_20230505T100029_N0509_R122_T33TUL_20230505T120156,153.685376031499,31.5601382610061,6.968076918919962,106.85161284077678,0.16549703,ACOLITE-LUT-202110-MOD1,8A,8,1.3439549875757297,0.1345,0.09994444,0.06627778,0.03112222,0.02508889,0.020788888,0.019055555,0.014933335,0.013422223,0.0063,0.0007,0.002822222,0.0015444444,0.036410905,0.03469256,0.029410716,0.0068681897,0.0047718775,0.0031026013,0.0033331902,0.0024618646,0.0014063524,0.025543786998526028,0.03090943093264085,0.028885564085690145,0.005396093684213095,0.003374017635506034,0.0013248326525598971,0.001167233927881449,0.001014413976524528,0.0008298067648415469
VEIT,S2B_MSI,2021-11-04T10:14:45,S2B_MSIL1C_20211104T101109_N0301_R022_T33TUL_20211104T121548,170.993017954889,61.4999088289822,7.983845949276134,285.22362950529725,0.06737389,ACOLITE-LUT-202110-MOD1,8A,8,2.1695119836648975,0.1544,0.12548889,0.09251111,0.04077778,0.030111112,0.023077779,0.020644445,0.01661111,0.014288889,0.0068,0.00090000004,0.0035888888,0.0017666665,0.05657045,0.063216455,0.061823778,0.017090416,0.00977044,0.0051379898,0.0047317054,0.0042513856,0.0023152402,0.04577536845352733,0.061813111367724355,0.06686615614507556,0.01666236795736477,0.01016354641789881,0.0032451060490968618,0.0028343582635744725,0.0024098936273244105,0.0018302768298006083
VEIT,S2B_MSI,2020-04-10T10:04:07,S2B_MSIL1C_20200410T100029_N0209_R122_T33TUL_20200410T125625,156.0666965579,39.5634820423537,7.014366859363942,106.75440063820078,0.2121072,ACOLITE-LUT-202110-MOD1,8A,8,0.1,0.1371,0.1004,0.06581111,0.033755556,0.028444447,0.0242,0.021555556,0.01748889,0.01607778,0.0089,0.0007,0.0036777775,0.0021666668,0.03180249,0.028620938,0.023282818,0.005862623,0.004666973,0.0033680645,0.0032116084,0.0025188145,0.0019725072,0.021173550754421018,0.0238261635236625,0.0210526644270294,0.005694645679926687,0.004141293616729281,0.002425194255832651,0.0022287361676988577,0.001977314487726021,0.0017717965942132094
VEIT,S2A_MSI,2020-08-16T10:10:30,S2A_MSIL1C_20200816T101031_N0209_R022_T33TUL_20200816T122432,156.310658309688,33.964708883767,7.963381660094054,286.12239467503525,0.12484902,ACOLITE-LUT-202110-MOD1,6,5,1.7989209368531165,0.11450001,0.08144444,0.05042222,0.025522223,0.020744445,0.017755557,0.016533334,0.012966666,0.0116,0.0044,0.0006,0.0022111111,0.0012777778,0.023441868,0.020446528,0.015288623,0.0044690617,0.003900835,0.0031998167,0.0037441552,0.0031793946,0.0018088993,0.013176528347395423,0.01485446569961167,0.012222621672489034,0.00285202534744839,0.0019645308931603173,0.0011209078451568843,0.001027569696435552,0.0009112407582141109,0.0008264775240395895
VEIT,S2A_MSI,2021-06-22T10:14:16,S2A_MSIL1C_20210622T101031_N0300_R022_T33TUL_20210622T110905,150.491313050417,24.4416816792132,7.923648542048323,286.12659461476846,0.5354056,ACOLITE-LUT-202110-MOD1,5,6,1.3462988868850518,0.1431,0.11903334,0.09302222,0.070822224,0.06458889,0.0605,0.06044445,0.057188887,0.05758889,0.0128,0.0005,0.0444,0.034633335,0.02450904,0.033274863,0.03504551,0.021402217,0.018652521,0.015408829,0.015339351,0.017517483,0.013726143,0.014850505024001096,0.018306900092964096,0.021291072173790924,0.00776546292729847,0.0056062482250267024,0.0033895160249707724,0.0032184845112534317,0.00293310266086942,0.0026980585018776663
VEIT,S2B_MSI,2021-10-15T10:15:04,S2B_MSIL1C_20211015T101029_N0301_R022_T33TUL_20211015T121549,169.392372542333,54.7893240231988,7.978613611935402,285.21066791346675,0.10140271,ACOLITE-LUT-202110-MOD1,8A,8,1.3932783109516012,0.138,0.10864445,0.072699994,0.033022225,0.025866667,0.02198889,0.019188888,0.015644444,0.014744444,0.0063,0.0013,0.004277778,0.0025444445,0.039507266,0.04447157,0.03647625,0.007978906,0.004618972,0.0035091257,0.0026354378,0.0024649906,0.0020854278,0.029856165258647926,0.037992529194955826,0.03415492847869906,0.0072076858802184824,0.004722215767056643,0.002394671504354449,0.00221419243024365,0.0019939088357662778,0.0018075574308342019
O1BE,S2B_MSI,2022-08-13T10:46:23,S2B_MSIL1C_20220813T104629_N0400_R051_T31UDS_20220813T113233,156.775191349525,38.2268707654285,8.09734654531073,105.84618273442278,0.27772427,ACOLITE-LUT-202110-MOD1,8A,6,2.9702998979204733,0.13606666,0.110833324,0.09946667,0.061399996,0.05496667,0.031455558,0.030100001,0.023588888,0.021100001,0.0071,0.00053333334,0.0053444444,0.0037222223,0.024769854,0.038284607,0.06518606,0.036356557,0.034985106,0.00964492,0.009664912,0.007435908,0.0043842127,0.034361211722503775,0.0511638474777101,0.07860202302478807,0.045116671725715436,0.04031111799189772,0.015236059261765706,0.0140522367440791,0.011934938353521149,0.009236715094460406
VEIT,S2B_MSI,2020-07-19T10:06:14,S2B_MSIL1C_20200719T100029_N0209_R122_T33TUL_20200719T124000,146.09076883777,28.245614681213,7.061100035758402,106.77384781050962,0.07787566,ACOLITE-LUT-202110-MOD1,8A,8,0.9883619934624039,0.11890001,0.08394445,0.054477777,0.027633332,0.022222225,0.01871111,0.016922222,0.013366666,0.012633333,0.0051,0.0004,0.0039555556,0.002411111,0.021350786,0.01904334,0.017685613,0.005635656,0.004354058,0.0033056757,0.002804884,0.0023915248,0.0017462787,0.011854347875813869,0.014778895243697524,0.016214110683737733,0.004925796728532747,0.003492053340082432,0.001887173233625967,0.0017537874046817383,0.0015593501589505386,0.0014044905591858216
VEIT,S2B_MSI,2023-07-07T10:14:28,S2B_MSIL1C_20230707T100559_N0509_R022_T33TUL_20230707T121317,149.845428339351,25.4667359351321,7.957745535939906,285.2265560182997,0.23984101,ACOLITE-LUT-202110-MOD1,8A,4,1.7648526656645487,0.1284,0.09842222,0.06458888,0.039044447,0.03437778,0.031877775,0.030122224,0.028488887,0.0261,0.009,0.001,0.017011112,0.0121,0.028565355,0.02862843,0.018946096,0.0059405747,0.0053949887,0.005455136,0.004343033,0.0069667827,0.003343587,0.01912711479107398,0.02049566956918688,0.014188443140745058,0.003230748490583678,0.0023043739178229016,0.001402336304044666,0.0013079327105784536,0.0012029100028154887,0.001113954281754318
VEIT,S2B_MSI,2023-07-04T09:57:39,S2B_MSIL1C_20230704T095559_N0509_R122_T33TUL_20230704T103803,144.995833616973,26.0922464053907,6.9839650614670425,106.87395953911785,0.10286768,ACOLITE-LUT-202110-MOD1,8A,7,1.2399737347543403,0.1249,0.0881,0.052,0.02541111,0.020522224,0.017577777,0.015999999,0.012833334,0.011844444,0.0062,0.0007,0.0024333335,0.0013666666,0.029119257,0.024091711,0.014674134,0.003380336,0.002856016,0.0025384433,0.0022964838,0.0024289954,0.001520874,0.019720169478344207,0.020056686563154874,0.012042780558335497,0.0025191907197649323,0.001974230110879357,0.0014923544909779785,0.0014190370864551806,0.001338228749769091,0.0012792353415023556
