site,sensor,isodate,product,saa,sza,vza,vaa,ac_aot_550,ac_model,ac_band1,ac_band2,wind,rhot_443,rhot_492,rhot_560,rhot_665,rhot_704,rhot_740,rhot_783,rhot_833,rhot_865,rhot_945,rhot_1373,rhot_1614,rhot_2202,rhos_443,rhos_492,rhos_560,rhos_665,rhos_704,rhos_740,rhos_783,rhos_833,rhos_865,rhos_insitu_443,rhos_insitu_492,rhos_insitu_560,rhos_insitu_665,rhos_insitu_704,rhos_insitu_740,rhos_insitu_783,rhos_insitu_833,rhos_insitu_865
VEIT,S2A_MSI,2020-09-25T10:14:21,S2A_MSIL1C_20200925T101031_N0209_R022_T33TUL_20200925T111540,166.135793738709,47.5270110478667,7.962394701782879,286.1302910191844,0.20978399,ACOLITE-LUT-202110-MOD1,8A,6,3.741598804140079,0.1285,0.096211106,0.0632,0.03361111,0.02718889,0.02352222,0.02167778,0.017311111,0.016433334,0.0058,0.00090000004,0.0051666666,0.0030333335,0.027604839,0.027034158,0.021577533,0.005334844,0.0033747228,0.0023069715,0.002563999,0.0018865698,0.0010270593,0.018234073946067242,0.02217174708162107,0.021024280106847773,0.004704223630933909,0.0030652466369277534,0.001278489422273896,0.0011676502037531035,0.0009912319698081845,0.0008341596352350143
O1BE,S2A_MSI,2022-06-09T10:46:29,S2A_MSIL1C_20220609T104631_N0400_R051_T31UDS_20220609T143015,155.027930370611,29.8172259867935,8.085177349558107,104.93964508505748,0.35567656,ACOLITE-LUT-202110-MOD1,1,2,5.432307877716813,0.13996667,0.12217779,0.112722225,0.064399995,0.052066665,0.036511112,0.033944447,0.029044442,0.02748889,0.0101333335,0.00066666666,0.012866667,0.010355556,0.026621498,0.049092367,0.07796378,0.032542378,0.022711558,0.0066794846,0.0060202237,0.0051091067,0.0029657362,0.035716775546578275,0.05714218057422955,0.08477846731188356,0.04372304670687445,0.03207014250537292,0.010623035615564361,0.009681522934234611,0.008004050764619124,0.005831289823669368
VEIT,S2B_MSI,2023-08-06T10:14:34,S2B_MSIL1C_20230806T100559_N0509_R022_T33TUL_20230806T121212,153.737249708154,31.0593232081638,7.966974537419521,285.25266445565524,0.17534882,ACOLITE-LUT-202110-MOD1,8A,5,2.7880433143538474,0.1266,0.09684445,0.060711112,0.034222227,0.028844446,0.026355557,0.024555556,0.022166666,0.020566666,0.0066,0.0011,0.010344445,0.0074666673,0.033989385,0.033901915,0.021297626,0.006958699,0.005329075,0.005327362,0.004490141,0.0057766885,0.00360041,0.024938686771441763,0.024718502075848987,0.01392971740507763,0.0025481263694430074,0.0018336371228259121,0.0012275698312865936,0.0011676881733805409,0.0010902292819881681,0.001043212941728799
VEIT,S2B_MSI,2022-08-21T10:15:07,S2B_MSIL1C_20220821T100559_N0400_R022_T33TUL_20220821T121542,157.430485269743,35.3129675289243,7.929849622965656,285.2226628249061,0.05907614,ACOLITE-LUT-202110-MOD1,8A,7,1.418970265317507,0.1131,0.08294444,0.055588886,0.026633335,0.021666666,0.018044446,0.01748889,0.013822223,0.011999999,0.0046,0.0006,0.0052666664,0.0031777779,0.02427376,0.024381911,0.022684928,0.0062827184,0.005174362,0.0037318564,0.0042969487,0.0036117663,0.0016161922,0.015386383610190317,0.019650458676593385,0.019312990543511863,0.0037257636756360167,0.0023678152243286187,0.0010422072291761662,0.0009623743470783129,0.0008769749518957235,0.0007746993071347942
VEIT,S2A_MSI,2021-07-09T10:04:09,S2A_MSIL1C_20210709T100031_N0301_R122_T33TUL_20210709T110136,145.13225930974,26.7023058898011,7.001107241837811,105.78206756408046,0.14936244,ACOLITE-LUT-202110-MOD1,8A,8,2.322958833930634,0.12319999,0.088766664,0.05691111,0.029933333,0.024688888,0.021966668,0.019566666,0.016677776,0.015655555,0.0063,0.0008,0.0054888893,0.0036666666,0.022026032,0.020104412,0.01626614,0.003856776,0.0027190002,0.0025575703,0.0020856634,0.002379738,0.0014909335,0.013177070939772715,0.015385015128070516,0.01511807008959833,0.0043017394978051415,0.00313498682334714,0.0019732474359933487,0.001831123142574783,0.0016506837886763998,0.0015112033115475161
VEIT,S2B_MSI,2023-06-14T09:57:38,S2B_MSIL1C_20230614T095559_N0509_R122_T33TUL_20230614T103840,146.613995305881,25.336689407667,6.968178689538674,106.86684647558107,0.325447,ACOLITE-LUT-202110-MOD1,8A,8,2.0013021239764153,0.1334,0.09725556,0.06527778,0.036877777,0.031100001,0.027622223,0.026655555,0.021088889,0.021733334,0.0086,0.0008,0.008255555,0.0049888887,0.022595752,0.01903872,0.016648825,0.0028821407,0.0018823347,0.0014724763,0.0020221293,0.0005301791,0.0011547054,0.014087300478806662,0.016913987078254582,0.017369408944014997,0.004275975947372686,0.003051813685218503,0.0017041675946153092,0.0015559225785659488,0.0013841312195635687,0.0012549968176421647
VEIT,S2B_MSI,2021-02-14T10:00:25,S2B_MSIL1C_20210214T100029_N0209_R122_T33TUL_20210214T110215,159.391526490909,60.7257242460572,6.965291125977007,106.85992304231185,0.055683095,ACOLITE-LUT-202110-MOD1,8A,8,1.6058756208669573,0.1778,0.14946665,0.11372222,0.04901111,0.037255555,0.023977779,0.021022223,0.0165,0.014733333,0.0088,0.0011,0.0018666666,0.0011999999,0.07773045,0.088658184,0.0887167,0.026425205,0.016989728,0.0056601437,0.0056628273,0.004138758,0.003679004,0.0694603469186268,0.08893461102341357,0.09591527793423864,0.030100127238603634,0.018643392476935083,0.006814369994670523,0.005895083956308025,0.005179084458879035,0.0042015029375446385
O1BE,S2A_MSI,2022-08-08T10:46:32,S2A_MSIL1C_20220808T104631_N0400_R051_T31UDS_20220808T142930,155.890613272569,36.8437954465619,8.077810678798155,105.00677558363392,0.2359181,ACOLITE-LUT-202110-MOD1,8A,7,4.810910414574012,0.13206667,0.10676667,0.09087777,0.049555555,0.040555555,0.028288888,0.025988888,0.022077776,0.019988889,0.0063333334,0.0007,0.0074555553,0.0060222223,0.02137963,0.034080487,0.053871777,0.021595633,0.016674466,0.005104823,0.00474977,0.004844788,0.002299524,0.028659707397761486,0.04413022562022542,0.06723324292147671,0.03181506547400299,0.025059577626417463,0.010082443290727796,0.009352924442170594,0.008023115084005964,0.0065224201398712935
VEIT,S2A_MSI,2020-06-27T10:12:43,S2A_MSIL1C_20200627T101031_N0209_R022_T33TUL_20200627T111749,150.084048493607,24.6636809645262,7.961575860783487,286.15109489217923,0.31640363,ACOLITE-LUT-202110-MOD1,8A,6,0.43753877881900427,0.12389999,0.09773333,0.07202223,0.04467778,0.038711112,0.034733336,0.032755557,0.03063333,0.028466668,0.0072000003,0.0007,0.015155556,0.0110444445,0.017813025,0.024268752,0.026521116,0.010831902,0.009320498,0.0072800242,0.006354263,0.008924408,0.0049104374,0.010538744108268125,0.01360992685203037,0.019449502766150508,0.0073441908785162,0.005383079770730462,0.002856661504928466,0.0026807885831549366,0.0024308652948984897,0.0022116096169178933
O1BE,S2B_MSI,2022-08-06T10:58:40,S2B_MSIL1C_20220806T105629_N0400_R094_T31UDS_20220806T114519,159.423111506264,35.7274633225714,5.355495457156026,279.0363203870507,0.37489218,ACOLITE-LUT-202110-MOD1,8A,6,3.0069485957588156,0.13736667,0.11577778,0.10604444,0.06706667,0.059400003,0.038977776,0.03862222,0.030988889,0.03061111,0.010100001,0.00066666666,0.0142,0.012711111,0.02557962,0.04176936,0.06983423,0.035708334,0.03165096,0.009332835,0.010395753,0.0066630486,0.005647969,0.032756253826910345,0.04971407841302649,0.07560885012466319,0.04002628076914427,0.03351583661306932,0.012618361199720386,0.011539701160902345,0.009811443355077004,0.007753724392415304
O1BE,S2B_MSI,2022-06-17T10:59:16,S2B_MSIL1C_20220617T105629_N0400_R094_T31UDS_20220617T114426,158.502373741113,28.887397876938,5.400400326591515,279.34109764430093,0.5267965,ACOLITE-LUT-202110-MOD2,1,2,5.446526668009556,0.15460001,0.13518888,0.12713332,0.093122214,0.08482222,0.07500001,0.07853333,0.06765555,0.07551111,0.021366667,0.0041666664,0.048699997,0.041766662,0.022589402,0.034688577,0.05821289,0.028391523,0.023796389,0.014660878,0.016325122,0.010904733,0.014868698,0.029667592129567134,0.045879480749763356,0.07095235455060805,0.03622977306953062,0.029919868239960366,0.01177643104082178,0.010719210986762128,0.009095866245723293,0.007230019365735125
VEIT,S2B_MSI,2022-07-19T09:57:47,S2B_MSIL1C_20220719T095559_N0400_R122_T33TUL_20220719T104531,146.042710988087,28.1579242309463,6.969387896434117,106.84478988101176,0.18736494,ACOLITE-LUT-202110-MOD1,8A,8,2.2976526258822787,0.1338,0.097844444,0.06142222,0.03136667,0.02548889,0.021288889,0.020033333,0.015944444,0.015322221,0.0063,0.0005,0.003788889,0.0023777778,0.033534937,0.029881993,0.020777915,0.0054858155,0.0042319093,0.0027053042,0.002885006,0.0025535068,0.0019307062,0.026681123691422615,0.03052654559166269,0.02545398528495894,0.005502934512366961,0.003444356586825692,0.0013012470256762861,0.0012040886811601618,0.001065232421395619,0.0008861849672612257
VEIT,S2A_MSI,2020-07-27T10:16:05,S2A_MSIL1C_20200727T101031_N0209_R022_T33TUL_20200727T121713,151.897977040752,28.8968073745075,7.956114650253199,286.14934225408115,0.25144815,ACOLITE-LUT-202110-MOD1,8A,6,1.8165520918292624,0.1212,0.09042222,0.05853333,0.032933336,0.027233332,0.023722224,0.023077779,0.019166669,0.018944444,0.0055,0.0003,0.007844444,0.0058111115,0.020879574,0.021236293,0.015528116,0.0037940938,0.0026004512,0.0014180674,0.0026182448,0.0024300106,0.0017750594,0.014393216357517552,0.01698516588069326,0.015374957015024627,0.0038348669510760553,0.0026802673295308315,0.0015987699793276685,0.0014734036899905047,0.0013153757216893078,0.0011956536626339153
VEIT,S2A_MSI,2020-04-05T10:02:36,S2A_MSIL1C_20200405T100021_N0209_R122_T33TUL_20200405T111044,156.379268167127,41.4508001151277,7.047858569415234,105.74404483010015,0.22146033,ACOLITE-LUT-202110-MOD1,8A,8,4.399323807706814,0.1379,0.1027,0.0668,0.034466665,0.02871111,0.02468889,0.021622224,0.018144445,0.016911112,0.0092,0.001,0.0050555556,0.0033555555,0.030585714,0.02998919,0.024237065,0.004972702,0.0030562244,0.0019890927,0.0017084422,0.0014562567,0.00121389,0.024201382864674287,0.028754180199780818,0.02621123007049735,0.006391074239787569,0.0045523284149664115,0.002782768918849501,0.0025805643507403444,0.002350566058213569,0.0021622870452796413
O1BE,S2B_MSI,2022-05-28T10:59:12,S2B_MSIL1C_20220528T105619_N0400_R094_T31UDS_20220528T114625,161.023498345403,30.5262546823576,5.357837921453523,278.94068937447764,0.3386681,ACOLITE-LUT-202110-MOD1,1,6,6.1488054058390285,0.1575,0.13813335,0.13754445,0.10543333,0.1004,0.071277775,0.07074444,0.05613333,0.061177775,0.02,0.0005,0.036233332,0.033977777,0.054501336,0.06728557,0.10300812,0.06962547,0.06644438,0.03276422,0.031366765,0.018984044,0.022185814,0.04820415982661316,0.07024751869715654,0.10371410264749632,0.0682614150128375,0.06112688238808767,0.025530490841383997,0.023283160860930005,0.020023677382920234,0.015419011514177523
VEIT,S2B_MSI,2020-06-22T10:08:39,S2B_MSIL1C_20200622T100559_N0209_R022_T33TUL_20200622T122648,150.477955409962,24.4473159928652,7.941373565198367,285.20980597374614,0.09157405,ACOLITE-LUT-202110-MOD1,8A,7,1.3092902841530607,0.1061,0.07342222,0.047722228,0.024300002,0.019577779,0.016055556,0.014122223,0.011466667,0.010822222,0.0042,0.0005,0.0020555556,0.0013777778,0.01437059,0.012625639,0.013624083,0.0046564834,0.0038047135,0.0025909955,0.002048882,0.002314656,0.0019229365,0.008484811656646546,0.010282663910143031,0.013026336549618567,0.005031141009822302,0.003843955342360892,0.002209971488400859,0.002048724401146744,0.0018535771301451081,0.0016970993453770257
VEIT,S2A_MSI,2021-05-20T10:06:10,S2A_MSIL1C_20210520T100031_N0300_R122_T33TUL_20210520T121728,151.109118454838,27.9499546214206,7.003541610343126,105.77211166318446,0.07253022,ACOLITE-LUT-202110-MOD1,8A,8,1.8410953639118897,0.1222,0.08924445,0.06098889,0.029677775,0.024366666,0.018044446,0.016211111,0.012633334,0.011022223,0.0052,0.0006,0.0011444443,0.00064444443,0.028233849,0.028198073,0.028987965,0.010155516,0.008410654,0.004132735,0.004397776,0.0033977244,0.0023040716,0.022773957287314628,0.027898214539746415,0.032063571001262045,0.012419861917309838,0.009120648500718415,0.004286530360100504,0.003948987807390097,0.0034092846621077027,0.002793263227478173
VEIT,S2B_MSI,2023-03-29T10:12:32,S2B_MSIL1C_20230329T100629_N0509_R022_T33TUL_20230329T121104,160.29890144308,43.8142816399764,7.975840882785884,285.2176760756367,0.20175058,ACOLITE-LUT-202110-MOD1,8A,7,2.124901632926066,0.1274,0.09515556,0.06307778,0.031244444,0.0264,0.023199998,0.02031111,0.017400002,0.016455553,0.0073,0.0018000001,0.0056666667,0.0037444446,0.026567988,0.026878966,0.022860132,0.0032617673,0.0024360248,0.0020917733,0.0011217816,0.0018047185,0.0013522666,0.02113438647230804,0.025378677250510698,0.022697232428125057,0.004336053160917024,0.002801717534122111,0.001266840086194413,0.0011113046651220423,0.0009696321889126452,0.0008308441831191905
O1BE,S2B_MSI,2022-07-27T10:58:41,S2B_MSIL1C_20220727T105629_N0400_R094_T31UDS_20220727T114439,158.104637580244,33.3104294149788,5.368282676326688,279.07652232786455,0.2589947,ACOLITE-LUT-202110-MOD2,8A,6,4.911866379245406,0.13746667,0.116844445,0.111266665,0.073688895,0.06634445,0.048144445,0.046388887,0.039100002,0.04098889,0.014766667,0.00066666666,0.024899999,0.021944443,0.029733572,0.0409647,0.06696867,0.034749284,0.030478371,0.012176537,0.0103319725,0.0067222863,0.00715735,0.035081713125740197,0.053483947071116755,0.08287665177545687,0.047010499351196985,0.04103392230971494,0.016056972531962494,0.014648573902218692,0.012516675411976694,0.009871683315538799
O1BE,S2A_MSI,2022-08-11T10:56:31,S2A_MSIL1C_20220811T105631_N0400_R094_T31UDS_20220811T144330,160.294222910063,37.0804968981405,5.36602416096746,280.48547450294546,0.25627822,ACOLITE-LUT-202110-MOD2,8A,6,4.899125358178856,0.13406667,0.11715555,0.111766666,0.07631111,0.067355566,0.041566662,0.042255554,0.03448889,0.03413333,0.009966667,0.00053333334,0.019855555,0.015266667,0.029451383,0.04612797,0.0729464,0.043788865,0.03865903,0.010676033,0.012086328,0.008033373,0.005690279,0.03439044034750574,0.05175937114448468,0.0783600651304722,0.041301829940028845,0.03452888869080015,0.013721019519539489,0.012832609922356209,0.010987742844759951,0.008798494697448755
O1BE,S2B_MSI,2022-07-04T10:46:25,S2B_MSIL1C_20220704T104629_N0400_R051_T31UDS_20220704T113822,152.785212980686,30.2732621277265,8.052867774425518,105.83152411433785,0.32789117,ACOLITE-LUT-202110-MOD1,8A,6,4.226981115882522,0.14053334,0.11748889,0.10762223,0.06526667,0.055755556,0.03435556,0.033011112,0.026711112,0.025177777,0.0076666665,0.0005666667,0.009544443,0.007322222,0.029148145,0.044675767,0.07320277,0.0368023,0.030656653,0.007883962,0.008172863,0.005833465,0.0039753024,0.03392971089745648,0.051402415492668635,0.07799499567299248,0.03915279447336497,0.03193257667466267,0.01062958286069532,0.009460973751100443,0.007858091542200673,0.005785241236643218
VEIT,S2B_MSI,2023-07-17T10:13:23,S2B_MSIL1C_20230717T100559_N0509_R022_T33TUL_20230717T121218,150.413295568913,26.8610526913339,7.967542116408824,285.2406949061596,0.26921996,ACOLITE-LUT-202110-MOD1,8A,5,1.7860529735353339,0.1272,0.09199999,0.05562222,0.03017778,0.025488889,0.022622222,0.020533333,0.016677776,0.016566666,0.0053,0.0005,0.005766667,0.0031777779,0.029129019,0.023363832,0.011719968,0.0014849168,0.0017566843,0.0018485623,0.00084512564,0.0010058506,0.00078395614,0.024397834294032257,0.022326579984041108,0.012124013541376502,0.002725011453827554,0.0021572637704050947,0.0016671449143833266,0.0015769293285949225,0.001479580240460633,0.0014188672089967477
O1BE,S2A_MSI,2022-08-28T10:46:33,S2A_MSIL1C_20220828T104631_N0400_R051_T31UDS_20220828T143127,159.975665246904,42.8319932663715,8.050260274545984,104.99286874267885,0.23437953,ACOLITE-LUT-202110-MOD1,8A,6,6.908519981709261,0.14386667,0.120188884,0.11337777,0.086100005,0.08795556,0.048611112,0.04792222,0.03761111,0.031377777,0.0076666665,0.0008,0.0067111114,0.0050333333,0.0363794,0.05091979,0.083339065,0.06601627,0.074334174,0.02928752,0.030019965,0.023639036,0.015256735,0.04105640604858022,0.060622824088500164,0.0933454262386134,0.07271672644033962,0.0758002249545303,0.03164989601755612,0.03055996078304489,0.024831239690239346,0.01668501107496933
VEIT,S2A_MSI,2022-08-16T10:09:22,S2A_MSIL1C_20220816T100611_N0400_R022_T33TUL_20220816T135125,156.228622815258,33.8194222699213,7.9902503298425795,286.1469193680425,0.22759074,ACOLITE-LUT-202110-MOD1,8A,4,0.6575471893483175,0.11880001,0.09062222,0.059244446,0.032466665,0.026944445,0.023844443,0.021922223,0.019888887,0.018466666,0.0055,0.0005,0.008044445,0.0062,0.01875345,0.022654843,0.01753331,0.0037508954,0.0026088136,0.0018572768,0.0015371053,0.0034715545,0.001403115,0.014088045332319792,0.01719779840513491,0.015606804118591017,0.003063904166931134,0.0018869757025990338,0.0007642192953867167,0.0006975145580785934,0.0006041416402728249,0.0005077694643473956
VEIT,S2A_MSI,2021-05-30T10:04:07,S2A_MSIL1C_20210530T100031_N0300_R122_T33TUL_20210602T100502,149.190596494199,26.4018921863476,7.004621863588827,105.74809960281345,0.1651005,ACOLITE-LUT-202110-MOD1,8A,8,2.0264116261058978,0.12039999,0.08605555,0.055755556,0.030055556,0.025111113,0.021200001,0.019122222,0.015844444,0.014955555,0.0064,0.0007,0.0052,0.0039,0.017210282,0.016084203,0.014807757,0.0037590389,0.0028751246,0.0014002374,0.0014330654,0.0012496468,0.000688059,0.01260765471832728,0.014750797020417926,0.016159893921361516,0.006164185454973173,0.0044683148199623594,0.0025260862445489122,0.002332447129235667,0.0020590211336415443,0.0018520743415557648
VEIT,S2A_MSI,2021-06-29T10:04:08,S2A_MSIL1C_20210629T100031_N0300_R122_T33TUL_20210629T110549,145.064968014787,25.7169552106626,7.014954657840709,105.75768022844069,0.3640069,ACOLITE-LUT-202110-MOD1,6,8A,0.9394804440373894,0.1285,0.09678888,0.07157777,0.040422224,0.033788893,0.029466666,0.028566668,0.023,0.023266666,0.0076999995,0.0007,0.011044445,0.0074555557,0.010812572,0.013906906,0.02105921,0.003229502,0.0013985925,-0.0004153302,0.0008160901,-0.00076882145,-0.00084756565,0.015277918877453733,0.020233356440023553,0.02824169421569929,0.00953572073554448,0.006896684062718821,0.0038312706773694382,0.0036563238131252654,0.0033284012356045414,0.0030469487015519774
O1BE,S2B_MSI,2022-05-08T10:59:09,S2B_MSIL1C_20220508T105619_N0400_R094_T31UDS_20220508T114205,162.995723719997,34.7426130885355,5.338568551340611,278.4715716260411,0.32028717,ACOLITE-LUT-202110-MOD2,1,2,6.710268037125978,0.13116665,0.10655556,0.09153333,0.061155558,0.05628889,0.048022225,0.049033333,0.041377775,0.04428889,0.018266667,0.0011666667,0.02662222,0.024511112,0.01501187,0.02339176,0.03945191,0.017206257,0.015201185,0.008352518,0.010290154,0.0058336183,0.007916985,0.019072643538688327,0.028406991795506226,0.042270564523834674,0.020136151200295896,0.016531100268126885,0.009647988051427078,0.009014959015986816,0.008218753593671127,0.00745785383966038
O1BE,S2B_MSI,2022-07-14T10:52:50,S2B_MSIL1C_20220714T104629_N0400_R051_T31UDS_20220714T125457,152.893599556438,31.53149979472,8.074757595624005,105.79007930011078,0.58764106,ACOLITE-LUT-202110-MOD1,8A,8,4.655146106527562,0.15486667,0.12641111,0.11313334,0.07558889,0.0708,0.048077777,0.04761111,0.039777778,0.03741111,0.011700001,0.0011,0.0150666665,0.010366667,0.026993193,0.037649907,0.068337075,0.037130725,0.038358625,0.01171928,0.012679411,0.010282067,0.0061307442,0.030797175086766326,0.04587750750189328,0.0780789231483306,0.04841730367687611,0.047132934808406975,0.019165751928020912,0.01753330453671821,0.014909788594466544,0.01169269259016993
VEIT,S2B_MSI,2020-06-19T10:00:29,S2B_MSIL1C_20200619T100029_N0209_R122_T33TUL_20200619T121129,145.83111438904,25.3068726969878,7.009691104583135,106.7574997522823,0.22482009,ACOLITE-LUT-202110-MOD1,8A,8,2.1393835540022925,0.11999999,0.08400001,0.05477778,0.03138889,0.026111111,0.022811111,0.02111111,0.017566666,0.016477777,0.0069,0.00090000004,0.006522222,0.0044333334,0.011223692,0.0085005695,0.008786778,0.0017782613,0.00090738625,0.00046213332,0.00039813598,0.00056505436,-0.00043533443,0.007458947606480317,0.008958418693037236,0.010891928261461464,0.004007626710419336,0.002966455640522497,0.0015634765385410699,0.0014260159161555998,0.0012618013984738421,0.0011386832255624443
VEIT,S2A_MSI,2020-05-08T10:16:48,S2A_MSIL1C_20200508T101031_N0209_R022_T33TUL_20200508T122315,157.65191988412,29.8372468213114,7.97670851231354,286.1274158722589,0.27893588,ACOLITE-LUT-202110-MOD2,8A,8,2.0389540036366163,0.1322,0.10582222,0.07444444,0.04528889,0.039977774,0.034888886,0.03323333,0.031066665,0.0291,0.0133,0.003,0.017122222,0.0136555545,0.029348603,0.033606946,0.027762372,0.008998797,0.007027482,0.003754877,0.003550263,0.00477211,0.001988089,0.02566756119316334,0.02996630375076186,0.026997171915669603,0.006588839828904758,0.0043489063122367335,0.002052239475158665,0.001886347532214895,0.001649084145429359,0.0014296235078636367
VEIT,S2B_MSI,2022-10-30T10:10:41,S2B_MSIL1C_20221030T101039_N0400_R022_T33TUL_20221030T104917,170.735522947275,59.8551472885606,7.950417282814499,285.2473044787423,0.39609477,ACOLITE-LUT-202110-MOD1,8A,6,1.9590262557501914,0.1617,0.12676667,0.09285555,0.056022227,0.047644448,0.042488888,0.039988887,0.033688888,0.033744443,0.012,0.0036000002,0.014744444,0.009822223,0.022189924,0.0248742,0.027393749,0.0033029546,0.0010073367,-6.0214934e-05,-0.00084113574,-0.00028895956,-0.0006772379,0.019074585815904106,0.02508411194278658,0.028548762715253858,0.006499602921666979,0.0042951379116614565,0.0017472421489890264,0.0015521199334241373,0.0013676271476725616,0.0011549457893100506
VEIT,S2B_MSI,2021-11-11T10:01:44,S2B_MSIL1C_20211111T100149_N0301_R122_T33TUL_20211111T105046,168.493398150738,63.8413697286788,6.968459667888161,106.83872744069052,0.33133385,ACOLITE-LUT-202110-MOD1,7,5,1.1375198980692263,0.1718,0.13272221,0.08983334,0.0548,0.047144447,0.041655555,0.038844444,0.033,0.033055555,0.0146,0.0043,0.013044445,0.008622223,0.024685154,0.026820134,0.021330314,0.0027746935,0.002823281,0.001564266,-0.0004293616,0.0015927417,0.00052345323,0.021581145413987944,0.02749976322576425,0.024839546436778586,0.0059450783158906985,0.00400632616346893,0.0020254986968901933,0.0018402688940688135,0.0016213932323619936,0.00144721501723009
O1BE,S2B_MSI,2022-06-04T10:46:20,S2B_MSIL1C_20220604T104619_N0400_R051_T31UDS_20220604T113313,155.653667551005,30.2366196393291,8.091686747759516,105.8363329765626,0.3945765,ACOLITE-LUT-202110-MOD1,1,2,8.70144461220541,0.15556666,0.13546667,0.12942222,0.09741111,0.094611116,0.05922222,0.0587,0.04768889,0.042511113,0.0093,0.00073333335,0.015922222,0.011655555,0.046011884,0.06428595,0.09826044,0.07167709,0.07510752,0.033261657,0.031819873,0.025632625,0.016757773,0.0429144636432086,0.06376265873055552,0.09882508593186261,0.07143534857275428,0.07136966325962214,0.031996218458820794,0.02944840477457593,0.025003809468978924,0.018910992412599487
VEIT,S2B_MSI,2022-08-01T10:15:18,S2B_MSIL1C_20220801T100559_N0400_R022_T33TUL_20220801T121930,152.726956187827,29.9090891250591,7.961305116203539,285.210069786388,0.38542745,ACOLITE-LUT-202110-MOD2,8A,4,2.0035506829839664,0.1286,0.09883334,0.06552222,0.042566665,0.03688889,0.033844445,0.03262222,0.031266667,0.02991111,0.008,0.0005,0.020344444,0.01561111,0.01649658,0.01754332,0.00964265,-0.00017671815,-0.0017708157,-0.002283194,-0.0031806738,3.5154044e-05,-0.002925354,0.018871894431916718,0.0194152713775665,0.012338569989345809,0.0023329645943396273,0.0016129870917503395,0.0009547902164251181,0.0008939756380342808,0.0008172381729942266,0.0007590664652840258
O1BE,S2A_MSI,2022-07-09T10:50:40,S2A_MSIL1C_20220709T105041_N0509_R051_T31UDS_20220709T143311,152.813645240391,30.8227944965936,8.057381828306347,105.02019774088146,0.3970595,ACOLITE-LUT-202110-MOD1,6,8A,6.1289517089160555,0.14660001,0.12304445,0.11556666,0.07254444,0.067166656,0.04531111,0.042966668,0.03891111,0.03663333,0.012166667,0.0034666667,0.020577779,0.016666666,0.028533181,0.042958036,0.07546119,0.036083065,0.03551107,0.010606444,0.009367832,0.010246022,0.005791511,0.030816696111658784,0.04668509794655695,0.07699312224417859,0.041130989860366875,0.03801936552795539,0.01373498377966312,0.012688643414460788,0.01059970974350657,0.008040410465412942
VEIT,S2B_MSI,2020-01-24T10:12:15,S2B_MSIL1C_20200124T101219_N0208_R022_T33TUL_20200124T112856,164.180245278,66.307569416,7.9206583432799995,285.19139293338463,0.45235193,ACOLITE-LUT-202110-MOD1,8A,7,0.4632945929224867,0.1864,0.1522111,0.11001111,0.073588885,0.06472222,0.05827778,0.054299995,0.0463,0.046855554,0.0166,0.0012,0.017777778,0.010222222,0.02915557,0.03872319,0.037118606,0.009158025,0.005789362,0.0035897887,0.0016209732,0.0019298142,0.0025358857,0.027370820894676004,0.03609516294098494,0.03731238790440129,0.01021358609539787,0.007059849148804316,0.003506298472922763,0.0031594417040133414,0.0028125998366041864,0.0024654539398103158
VEIT,S2B_MSI,2021-05-18T10:13:03,S2B_MSIL1C_20210518T100559_N0300_R022_T33TUL_20210518T121641,156.200266772876,27.5670172744142,7.961940209626196,285.2212954075436,0.20264503,ACOLITE-LUT-202110-MOD2,8A,7,1.6924853248163256,0.1151,0.08586666,0.05762222,0.034377776,0.029977778,0.027577778,0.026188888,0.024300002,0.022099998,0.008,0.0006,0.014055555,0.0104,0.012392226,0.014009906,0.011679146,0.0012166303,0.00025696668,0.00024607868,8.773868e-05,0.0014775232,-0.0011000863,0.01088100180749897,0.012161478505605644,0.011250835075532959,0.002589335977091961,0.0017755218624376547,0.0010263159383076847,0.0009163004239514303,0.000794880845068888,0.000721853328692504
VEIT,S2A_MSI,2020-08-26T10:13:45,S2A_MSIL1C_20200826T101031_N0209_R022_T33TUL_20200826T122431,158.891690145582,37.0186979889287,7.974901352317005,286.10880852510724,0.43975905,ACOLITE-LUT-202110-MOD1,6,7,1.4033629107197536,0.1367,0.10967777,0.081588894,0.044233337,0.036533333,0.03218889,0.03081111,0.028177777,0.02601111,0.0116,0.0031,0.011144444,0.008511112,0.023136998,0.030870564,0.03310292,0.0051908707,0.002313259,0.0006264081,0.0014959648,0.0043887664,0.0009488658,0.02172527945947046,0.02930004564288622,0.035369122430022625,0.008281235648906772,0.005175888153405519,0.0018349937268174806,0.0017415381920500507,0.0014448336032086566,0.0011935286752896301
O1BE,S2A_MSI,2022-06-22T10:59:36,S2A_MSIL1C_20220622T105631_N0400_R094_T31UDS_20220622T143913,158.04027869539,28.8955400248048,5.390165021129724,280.69482852914854,0.3218458,ACOLITE-LUT-202110-MOD1,1,2,5.805370251952325,0.1438,0.12811111,0.11917778,0.081144445,0.07107779,0.057166662,0.05822222,0.049844444,0.053488884,0.021066666,0.0007,0.039455555,0.03331111,0.03552292,0.052898448,0.07528133,0.03710297,0.028716972,0.013245191,0.014553402,0.009472344,0.010607516,0.0346770330245293,0.05303278811680659,0.07515770091082369,0.03386077817483224,0.025059994649597496,0.009958884146633425,0.009192886364036711,0.00790821550216812,0.006397623778051767
